name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Gurgaon, India",2021-08-01T00:00:00,29,38.2,28,94.36,,,,,,,0,0,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T01:00:00,29,38.2,28,94.36,,,,,,,0,0,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T02:00:00,28.3,34.9,26.7,91.15,,,,,,,0,,998.5,78.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T03:00:00,28,34.5,27,94.32,,,,,,,0,0,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T04:00:00,28,34.5,27,94.32,,,,,,,7.6,270,999,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T05:00:00,27.5,32.8,26.5,94.78,10,,,,,,13.6,245,998.3,98.4,1.5,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T06:00:00,25,25,24,94.19,,,,,,,14.8,90,1001,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T07:00:00,24,24,24,100,,,,,,,11.2,100,1001,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T08:00:00,25.2,25.2,24.9,98.44,22.03,,,,,,7.2,82,1000.3,99.9,2,,,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T09:00:00,26,26,26,100,,,,,,,0,0,1000,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T10:00:00,26,26,26,100,,,,,,,7.6,270,1000,100,3,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T11:00:00,27.1,31.8,26.4,95.76,4.8,,,,,,7.2,250,999.3,96.9,2.4,,,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T12:00:00,28,35.6,28,100,,,,,,,7.6,300,999,100,4,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T13:00:00,30,42.2,29,94.4,,,,,,,5.4,260,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T14:00:00,30.4,40.6,27.7,85.84,,,,,,,6.4,340,997.2,87.7,2.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T15:00:00,31,46.6,30,94.44,,,,,,,7.6,340,997,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T16:00:00,31,44.4,29,89.14,,,,,,,7.6,330,997,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T17:00:00,31.2,41.8,27.5,81.07,0.4,,,,,,5.1,268,996,82.6,2.4,,,0,,"Rain, Partially cloudy",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T18:00:00,31,42.4,28,84.11,,,,,,,7.6,320,997,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T19:00:00,30,40.4,28,89.07,,,,,,,0,0,998,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T20:00:00,29.6,37.3,26.4,83,,,,,,,0,0,997.8,65.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-01T21:00:00,29,38.2,28,94.36,,,,,,,5.4,110,999,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T22:00:00,29,38.2,28,94.36,,,,,,,5.4,110,999,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-01T23:00:00,28.8,36.4,27,90.04,,,,,,,4.6,140,998.4,45.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-02T00:00:00,29,38.2,28,94.36,,,,,,,0,0,999,27.7,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T01:00:00,28,34.5,27,94.32,,,,,,,0,0,998,27.7,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T02:00:00,27.9,33.9,26.6,92.8,,,,,,,0,0,997.4,54.6,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-02T03:00:00,28,34.5,27,94.32,,,,,,,0,0,998,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T04:00:00,28,34.5,27,94.32,,,,,,,5.4,260,998,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T05:00:00,27.2,31.7,26.2,94.36,,,,,,,4.6,270,998.1,87.7,2,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-02T06:00:00,27,31.2,26,94.27,,,,,,,0,0,999,89.1,2,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T07:00:00,27,31.2,26,94.27,,,,,,,0,0,1000,89.1,2,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T08:00:00,28.2,34.9,26.9,92.99,9.6,,,,,,0,2,999.5,98.3,1.9,,,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-02T09:00:00,29,38.2,28,94.36,,,,,,,7.6,360,1001,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T10:00:00,30,44.2,30,100,,,,,,,9.4,260,1001,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T11:00:00,30.6,39.2,26.6,79.44,,,,,,,7,60,1000.2,96.9,2.1,,,0,,Overcast,cloudy,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-02T12:00:00,31.4,42.2,27.4,79.39,,,,,,,10.2,58,999.7,100,2.3,,,0,,Overcast,cloudy,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-02T13:00:00,32,44.2,28,79.47,,,,,,,14.8,320,1000,100,2,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T14:00:00,29.2,37.1,27,87.98,7,,,,,,7.7,16,998.3,85.1,2.5,,,0,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-02T15:00:00,28,34.5,27,94.32,,,,,,37.1,18.4,350,999,100,1,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T16:00:00,28,34.5,27,94.32,,,,,,,7.6,330,998,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T17:00:00,29.2,37.4,27.1,88.68,11,,,,,,7.8,12,997.4,89.1,2.5,,,0,,"Rain, Partially cloudy",rain,"42182099999,42176099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-02T18:00:00,29,38.2,28,94.36,,,,,,,7.6,30,999,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T19:00:00,28,34.5,27,94.32,,,,,,,7.6,50,999,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T20:00:00,28.2,35.1,27.2,94.39,,,,,,,6.4,50,999.2,83,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-02T21:00:00,28,35.6,28,100,,,,,,,7.6,50,1000,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T22:00:00,28,35.6,28,100,,,,,,,7.6,20,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-02T23:00:00,28.1,34.8,27.1,94.56,,,,,,,4.6,20,999.5,87.7,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T00:00:00,28,35.6,28,100,,,,,,,7.6,30,1000,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T01:00:00,28,35.6,28,100,,,,,,,7.6,350,1000,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T02:00:00,27.9,34.2,27.1,95.5,,,,,,,7.9,50,999.2,83.1,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T03:00:00,27,31.9,27,100,,,,,,,9.4,60,1000,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T04:00:00,27,31.9,27,100,,,,,,,7.6,50,1000,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T05:00:00,27.2,32,26.7,97.3,,,,,,,5.6,20,999.8,56.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T06:00:00,27,31.9,27,100,,,,,,,9.4,10,1001,50,2,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T07:00:00,28,34.5,27,94.32,,,,,,,11.2,20,1001,50,2,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T08:00:00,29.2,37.1,26.9,87.22,0.2,,,,,,8.9,65,1000.4,56.5,2,,,0,,"Rain, Partially cloudy",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T09:00:00,30,38.9,27,84.01,,,,,,,11.2,60,1001,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T10:00:00,31,40.7,27,79.33,,,,,,,14.8,70,1002,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T11:00:00,31.7,39.5,25.5,69.77,,,,,,,11.2,108,1000.9,73.9,2.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T12:00:00,32,40.7,26,70.66,,,,,,33.5,14.8,50,1001,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T13:00:00,32,42.3,27,74.95,,,,,,,24.1,80,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T14:00:00,31.8,40.8,26.3,72.42,0.5,,,,,,14.8,103,999.9,87.7,3.1,,,0,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T15:00:00,33,43.8,27,70.84,,,,,,,14.8,70,999,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T16:00:00,33,43.8,27,70.84,,,,,,,14.8,80,999,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T17:00:00,32.3,41,25.9,69.06,,,,,,,13.1,97,997.9,59.3,3.5,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T18:00:00,31,39.1,26,74.79,,,,,,,11.2,100,999,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T19:00:00,30,37.5,26,79.2,,,,,,,9.4,120,1000,50,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T20:00:00,30.1,37.9,26.3,80.21,,,,,,,8,103,999.9,51.6,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-03T21:00:00,30,38.9,27,84.01,,,,,,,7.6,60,1001,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T22:00:00,29,36.8,27,88.99,,,,,,,7.6,40,1001,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-03T23:00:00,29,35.9,26.2,84.66,,,,,,,5.6,70,1000.6,48.4,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T00:00:00,29,36.8,27,88.99,,,,,,,7.6,40,1001,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T01:00:00,29,36.8,27,88.99,,,,,,,9.4,50,1001,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T02:00:00,28.6,35.1,26.3,87.36,,,,,,,7.2,65,1000.3,48.4,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T03:00:00,29,36.8,27,88.99,,,,,,,9.4,70,1001,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T04:00:00,28,34.5,27,94.32,,,,,,,11.2,80,1001,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T05:00:00,27.8,32.7,25.6,87.78,,,,,,,9.1,94,1000.5,51.6,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T06:00:00,28,34.5,27,94.32,,,,,,,11.2,90,1001,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T07:00:00,29,36.8,27,88.99,,,,,,,11.2,80,1002,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T08:00:00,29,35,25.4,80.98,,,,,,,13.2,99,1001.3,48.6,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T09:00:00,31,39.1,26,74.79,,,,,,,14.8,80,1003,50,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T10:00:00,32,40.7,26,70.66,,,,,,,14.8,70,1003,50,6,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T11:00:00,32.1,39.1,24.8,65.62,,,,,,,13.5,94,1001.9,45.4,4.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T12:00:00,32,39.2,25,66.58,,,,,,,18.4,90,1002,50,6,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T13:00:00,33,39.3,24,59.28,,,,,,,16.6,90,1001,50,6,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T14:00:00,33.2,40.8,25,62.05,,,,,,,10.6,104,1000,79.9,4.8,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T15:00:00,33,42.1,26,66.78,,,,,,,11.2,90,1000,89.1,5,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T16:00:00,33,43.8,27,70.84,,,,,,,9.4,100,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T17:00:00,32.8,41.7,26,67.55,,,,,,,8.8,35,998.5,82.7,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T18:00:00,32,42.3,27,74.95,,,,,,,7.6,140,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T19:00:00,32,44.2,28,79.47,,,,,,,7.6,150,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T20:00:00,30.3,38.2,26.1,78.5,,,,,,,6.4,128,1000,69.2,4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-04T21:00:00,30,38.9,27,84.01,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T22:00:00,29,36.8,27,88.99,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-04T23:00:00,29.4,36.9,26.5,84.4,,,,,,,0,,1001.1,62.2,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T00:00:00,29,36.8,27,88.99,,,,,,,0,0,1002,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T01:00:00,29,36.8,27,88.99,,,,,,,0,0,1001,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T02:00:00,28.7,36,26.8,89.45,,,,,,,0,,1000.4,48.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T03:00:00,28,34.5,27,94.32,,,,,,,0,0,1001,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T04:00:00,28,34.5,27,94.32,,,,,,,0,0,1001,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T05:00:00,27.8,33.1,25.9,89.39,,,,,,,0,,1000.4,48.4,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T06:00:00,27,31.2,26,94.27,,,,,,,5.4,110,1001,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T07:00:00,28,34.5,27,94.32,,,,,,,7.6,90,1002,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T08:00:00,30,38.6,26.8,83.33,,,,,,,7.8,128,1001.4,82.9,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T09:00:00,31,41.4,27.4,81.41,,,,,,,6.5,130,1002,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-05T10:00:00,31.5,43.2,28,81.96,,,,,,,9.4,100,1002,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T11:00:00,34.3,44.1,26.2,62.82,,,,,,,10.7,108,1001.6,87.7,3.7,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T12:00:00,30,40.4,28,89.07,,,,,,,18.4,20,1002,100,4,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T13:00:00,32,44.2,28,79.47,,,,,,,14.8,30,1002,100,4,,,0,,Overcast,cloudy,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T14:00:00,33.1,42.7,26.3,67.36,,,,,,,7.9,80,1000,87.7,3.7,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-05T15:00:00,34.3,45.7,27,65.94,,,,,,,6.5,72,999.7,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-05T16:00:00,34,45.3,27,66.98,,,,,,,7.6,40,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T17:00:00,33.5,43.6,26.4,66.75,30,,,,,,6.5,227,998,78.4,2.8,,,0,,"Rain, Partially cloudy",rain,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T18:00:00,32,42.3,27,74.95,,,,,,,7.6,280,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T19:00:00,31,39.1,26,74.79,,,,,,,5.4,270,1000,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T20:00:00,31.1,40.1,26.5,76.73,,,,,,,8.7,13,999.4,50,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-05T21:00:00,31,40.7,27,79.33,,,,,,,9.4,50,1001,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T22:00:00,30,38.9,27,84.01,,,,,,,5.4,50,1001,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-05T23:00:00,30.2,38.3,26.4,80.31,,,,,,,4,70,1000.4,31.2,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T00:00:00,29,35.6,26,83.9,,,,,,,5.4,50,1001,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T01:00:00,29,35.6,26,83.9,,,,,,,0,0,1002,27.7,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T02:00:00,28.3,34.2,26,87.33,,,,,,,0,,1000.1,31.2,2.8,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T03:00:00,28,33.6,26,88.92,,,,,,,5.4,70,1000,50,4,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T04:00:00,28,33.6,26,88.92,,,,,,,5.4,40,1000,50,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T05:00:00,28.2,34.1,26.3,89.49,,,,,,,4,50,1000.1,50,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T06:00:00,28,34.5,27,94.32,,,,,,,0,0,1001,50,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T07:00:00,28,34.5,27,94.32,,,,,,,7.6,60,1002,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T08:00:00,30.2,39.2,27.1,83.61,,,,,,,6.3,68,1001.4,88.1,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T09:00:00,32,44.2,28,79.47,,,,,,,7.6,100,1003,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T10:00:00,32,43.6,27.7,78.18,,,,,,,6.5,144,1002.7,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-06T11:00:00,33.2,43.2,26.5,68.03,,,,,,,5.1,314,1001.4,83.1,2.4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T12:00:00,34.2,45.3,26.9,65.79,,,,,,,7.2,333,1002,89.2,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T13:00:00,34,43.5,26,63.14,,,,,,,7.6,340,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T14:00:00,35,44.3,25.6,58.42,,,,,,,9,5,998.9,81.1,2.9,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-06T15:00:00,34,42,25,59.5,,,,,,,9.4,50,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T16:00:00,34.6,43.2,25.3,58.65,,,,,,,7,92,998.7,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999,VIDD"
"Gurgaon, India",2021-08-06T17:00:00,33.8,43.2,25.9,63.49,,,,,,,8.5,3,997.8,82.8,3.7,,,0,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T18:00:00,33,43.8,27,70.84,,,,,,,9.4,80,999,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T19:00:00,31,42.4,28,84.11,,,,,,,9.4,140,1000,89.1,4,,,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T20:00:00,30.5,39.1,26.6,80.1,,,,,,,12.4,270,999.4,89.2,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-06T21:00:00,29,38.2,28,94.36,,,,,,,0,0,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T22:00:00,29,38.2,28,94.36,,,,,,,0,0,1002,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-06T23:00:00,29.8,38.9,27.3,86.19,,,,,,,0,0,1001,83.1,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-07T00:00:00,29,38.2,28,94.36,,,,,,,0,0,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-07T01:00:00,29,38.2,28,94.36,,,,,,,0,0,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Gurgaon, India",2021-08-07T02:00:00,29.5,38.1,27.2,87.89,,,,,,,0,0,1000.2,83.1,2.4,,,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Gurgaon, India",2021-08-07T03:00:00,29,38.2,28,94.36,,,,,,,0,0,1001,89.1,3,,,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
